                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                0.72256,                0.35099,                 1.0792,                0.97141,                0.95604,                0.97595,                0.86553,                 0.7258,                0.29173,                 1.0355,              0.0001784,              0.0001784,              0.0001784
                    141,                0.65746,                0.30567,                 1.0365,                0.98094,                0.94732,                0.97608,                 0.8687,                0.72088,                 0.2912,                 1.0352,              0.0001652,              0.0001652,              0.0001652
                    142,                0.65275,                0.30366,                 1.0384,                0.97869,                0.94792,                0.97663,                0.86901,                0.71985,                 0.2921,                 1.0355,               0.000152,               0.000152,               0.000152
                    143,                0.64666,                 0.3008,                 1.0358,                0.97586,                0.95211,                0.97675,                 0.8716,                0.71444,                0.29063,                 1.0317,              0.0001388,              0.0001388,              0.0001388
                    144,                0.64257,                0.29802,                 1.0307,                0.97491,                0.95356,                0.97713,                0.87354,                0.71038,                0.28803,                  1.031,              0.0001256,              0.0001256,              0.0001256
                    145,                0.64315,                0.30002,                 1.0271,                0.97637,                0.95245,                0.97712,                0.87418,                0.70731,                0.28727,                 1.0304,              0.0001124,              0.0001124,              0.0001124
                    146,                 0.6483,                0.30454,                 1.0371,                0.97756,                  0.952,                0.97709,                0.87384,                0.70674,                0.28663,                 1.0314,               9.92e-05,               9.92e-05,               9.92e-05
                    147,                0.63831,                0.29671,                 1.0285,                0.97763,                0.95211,                 0.9773,                 0.8727,                0.70963,                0.28646,                 1.0324,                8.6e-05,                8.6e-05,                8.6e-05
                    148,                0.64516,                0.29891,                 1.0301,                0.97698,                0.95211,                0.97703,                0.87408,                0.71058,                0.28692,                 1.0331,               7.28e-05,               7.28e-05,               7.28e-05
                    149,                0.63423,                0.29623,                 1.0248,                0.97741,                0.95271,                0.97712,                0.87278,                0.71494,                0.28724,                 1.0346,               5.96e-05,               5.96e-05,               5.96e-05
                    150,                0.62527,                0.29076,                 1.0186,                0.97754,                0.95271,                0.97706,                0.87085,                0.71534,                0.28707,                 1.0343,               4.64e-05,               4.64e-05,               4.64e-05
