                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.81594,                0.39372,                 1.0683,                0.98023,                0.95151,                0.97825,                0.83975,                0.77991,                0.32394,                0.99537,              0.0007064,              0.0007064,              0.0007064
                    101,                0.83251,                0.40707,                  1.075,                0.97471,                0.95391,                0.97825,                0.84455,                0.76511,                0.32411,                0.99137,              0.0006932,              0.0006932,              0.0006932
                    102,                0.81705,                0.39219,                 1.0633,                0.97355,                0.95857,                0.97931,                0.84528,                0.76568,                0.31977,                0.98491,                0.00068,                0.00068,                0.00068
                    103,                0.81251,                0.39725,                 1.0655,                0.97369,                0.95261,                 0.9775,                0.83952,                0.77982,                0.32381,                 0.9956,              0.0006668,              0.0006668,              0.0006668
                    104,                0.79973,                0.38869,                 1.0659,                0.97852,                 0.9557,                0.98003,                0.84922,                0.77258,                 0.3223,                 1.0039,              0.0006536,              0.0006536,              0.0006536
                    105,                  0.811,                0.39396,                 1.0665,                0.97878,                0.95121,                0.97837,                  0.844,                0.77605,                0.32478,                0.99417,              0.0006404,              0.0006404,              0.0006404
                    106,                0.80467,                0.38947,                 1.0515,                0.98119,                0.95223,                0.98043,                0.85315,                0.75831,                0.32029,                0.97792,              0.0006272,              0.0006272,              0.0006272
                    107,                0.81651,                0.39285,                 1.0603,                0.98124,                 0.9552,                0.98011,                0.85344,                0.76117,                0.31815,                0.98103,               0.000614,               0.000614,               0.000614
                    108,                  0.818,                0.39012,                 1.0651,                0.97728,                 0.9551,                0.98003,                0.85413,                0.76292,                0.31229,                0.98614,              0.0006008,              0.0006008,              0.0006008
                    109,                0.79491,                0.38215,                  1.058,                0.97774,                0.95974,                0.98109,                0.85915,                0.75039,                0.31267,                0.98098,              0.0005876,              0.0005876,              0.0005876
                    110,                0.80257,                0.38011,                 1.0588,                0.97906,                 0.9569,                0.97932,                0.85287,                0.75612,                0.31034,                0.98194,              0.0005744,              0.0005744,              0.0005744
                    111,                0.80462,                0.38472,                 1.0607,                0.97592,                0.95828,                0.97988,                0.85375,                0.74786,                0.30804,                0.97877,              0.0005612,              0.0005612,              0.0005612
                    112,                0.79926,                0.38243,                 1.0593,                0.97689,                 0.9575,                0.98023,                 0.8559,                0.75215,                 0.3115,                0.98161,               0.000548,               0.000548,               0.000548
                    113,                0.78798,                 0.3745,                 1.0551,                0.97976,                0.95647,                0.98006,                0.85717,                0.74668,                 0.3072,                0.97715,              0.0005348,              0.0005348,              0.0005348
                    114,                0.78213,                0.37312,                 1.0465,                 0.9818,                0.95361,                0.97953,                0.85611,                0.74202,                0.30705,                0.97704,              0.0005216,              0.0005216,              0.0005216
                    115,                0.78652,                0.37436,                 1.0486,                0.98018,                 0.9575,                0.98007,                0.86224,                0.73632,                0.30411,                0.97227,              0.0005084,              0.0005084,              0.0005084
                    116,                0.78375,                0.37539,                 1.0426,                0.97774,                 0.9584,                0.98082,                0.86096,                0.74655,                0.30402,                0.97302,              0.0004952,              0.0004952,              0.0004952
                    117,                0.79011,                0.37754,                 1.0457,                0.97738,                0.95693,                0.97949,                0.85636,                 0.7412,                0.30423,                0.97068,               0.000482,               0.000482,               0.000482
                    118,                0.77548,                0.37018,                 1.0378,                0.97518,                0.95959,                0.97983,                0.85643,                0.75014,                0.30688,                0.97308,              0.0004688,              0.0004688,              0.0004688
                    119,                0.77462,                0.36654,                  1.041,                 0.9833,                0.95211,                0.97903,                0.85556,                0.74895,                0.30309,                0.97694,              0.0004556,              0.0004556,              0.0004556
                    120,                 0.7717,                0.36855,                  1.043,                0.98402,                 0.9545,                0.97886,                0.85401,                0.74605,                 0.3038,                0.98041,              0.0004424,              0.0004424,              0.0004424
                    121,                0.77685,                0.37175,                 1.0502,                0.98251,                0.95865,                0.97973,                  0.857,                0.74304,                 0.3038,                0.98237,              0.0004292,              0.0004292,              0.0004292
                    122,                0.77185,                0.37086,                 1.0412,                0.98217,                 0.9569,                0.97862,                0.85581,                0.74343,                0.30463,                0.97824,               0.000416,               0.000416,               0.000416
                    123,                0.77237,                0.36317,                 1.0439,                0.98091,                 0.9563,                 0.9792,                0.85965,                0.73887,                0.30446,                0.97778,              0.0004028,              0.0004028,              0.0004028
                    124,                0.75629,                0.36322,                  1.035,                0.98091,                 0.9575,                0.97993,                0.85899,                0.73022,                0.30413,                0.97317,              0.0003896,              0.0003896,              0.0003896
                    125,                 0.7693,                0.36564,                 1.0399,                0.98308,                0.95655,                0.98006,                 0.8604,                0.73367,                0.30259,                0.97434,              0.0003764,              0.0003764,              0.0003764
                    126,                0.75594,                0.35839,                 1.0346,                0.98021,                 0.9557,                 0.9795,                0.85868,                0.74225,                0.30417,                0.97838,              0.0003632,              0.0003632,              0.0003632
                    127,                0.75171,                 0.3565,                 1.0277,                0.98128,                0.95705,                 0.9797,                 0.8611,                0.73924,                0.30394,                0.97474,                0.00035,                0.00035,                0.00035
                    128,                0.75068,                0.36059,                 1.0241,                0.98138,                 0.9569,                0.97951,                 0.8607,                0.73906,                 0.3026,                0.97415,              0.0003368,              0.0003368,              0.0003368
                    129,                0.75581,                0.35741,                 1.0314,                0.98052,                 0.9584,                0.97983,                0.85867,                0.73721,                0.30281,                0.97299,              0.0003236,              0.0003236,              0.0003236
                    130,                0.74987,                0.35662,                 1.0272,                0.98087,                 0.9569,                0.97993,                0.85857,                 0.7376,                0.30301,                0.97266,              0.0003104,              0.0003104,              0.0003104
                    131,                 0.7427,                0.34947,                 1.0238,                 0.9817,                 0.9563,                0.98064,                0.85992,                0.74178,                0.30228,                0.97162,              0.0002972,              0.0002972,              0.0002972
                    132,                0.74612,                0.35649,                 1.0289,                0.97861,                 0.9581,                0.97938,                0.86192,                0.73696,                0.30332,                0.97111,               0.000284,               0.000284,               0.000284
                    133,                0.74045,                0.35248,                 1.0218,                0.97959,                0.95929,                0.98085,                0.86787,                0.72739,                0.30022,                 0.9656,              0.0002708,              0.0002708,              0.0002708
                    134,                0.74008,                0.35099,                 1.0198,                0.97948,                0.95743,                0.98068,                 0.8705,                0.72281,                0.30001,                 0.9632,              0.0002576,              0.0002576,              0.0002576
                    135,                0.72778,                 0.3487,                 1.0179,                0.98038,                0.95714,                0.98117,                0.86972,                0.71964,                0.29754,                0.96375,              0.0002444,              0.0002444,              0.0002444
                    136,                0.74105,                0.35365,                 1.0245,                0.98226,                  0.956,                 0.9802,                0.86701,                0.72179,                0.29647,                0.96474,              0.0002312,              0.0002312,              0.0002312
                    137,                 0.7308,                0.34744,                 1.0158,                0.98368,                0.95641,                0.98105,                0.86787,                0.72001,                0.29517,                0.96376,               0.000218,               0.000218,               0.000218
